customer_key,customer_name,age,lifespan_months,total_orders,total_sales,total_quantity,total_products,age_group,customer_segment,last_order,recency,avg_order_value,avg_monthly_spend
6160,Kellie Ruiz,70,0,1,1736,2,2,50 and above,New,2013-06-05,154,1736.0000000000000000,
6161,Louis Andersen,70,0,1,5,1,1,50 and above,New,2013-11-12,149,5.0000000000000000,
6162,Katherine Lopez,69,0,1,60,2,2,50 and above,New,2013-03-27,156,60.0000000000000000,
6163,Rachel Blue,70,0,1,40,2,2,50 and above,New,2013-05-01,155,40.0000000000000000,
6164,Edward Adams,70,0,1,1732,4,4,50 and above,New,2013-06-27,153,1732.0000000000000000,
6165,Ryan Clark,70,0,1,13,2,2,50 and above,New,2013-11-15,148,13.0000000000000000,
6166,Isaac Gonzalez,70,0,1,5,1,1,50 and above,New,2013-02-13,157,5.0000000000000000,
6167,Joshua Several,69,0,1,5,1,1,50 and above,New,2013-10-26,149,5.0000000000000000,
6168,Thomas Jenkins,63,0,1,1736,2,2,50 and above,New,2013-06-16,153,1736.0000000000000000,
6169,Jada Perez,63,0,1,5,1,1,50 and above,New,2013-06-09,154,5.0000000000000000,
6170,Emily Taylor,69,0,1,5,1,1,50 and above,New,2013-03-19,156,5.0000000000000000,
6171,Jasmine James,69,0,1,14,2,2,50 and above,New,2013-04-14,155,14.0000000000000000,
6172,Katherine Clark,68,0,1,2440,2,2,50 and above,New,2013-11-03,149,2440.0000000000000000,
6173,Jesse Adams,68,0,1,69,2,2,50 and above,New,2013-08-07,152,69.0000000000000000,
6174,David Bryant,67,0,1,5,1,1,50 and above,New,2013-11-12,149,5.0000000000000000,
6175,Angelica Wood,68,0,1,5,1,1,50 and above,New,2013-06-18,153,5.0000000000000000,
6176,Amanda Roberts,68,0,1,2335,3,3,50 and above,New,2013-09-09,151,2335.0000000000000000,
6177,Isaac Ward,68,0,1,2370,4,4,50 and above,New,2013-11-05,149,2370.0000000000000000,
6178,Richard Hayes,68,0,1,14,2,2,50 and above,New,2013-06-24,153,14.0000000000000000,
6179,Trisha Liang,68,0,1,14,2,2,50 and above,New,2013-12-16,147,14.0000000000000000,
6180,James Henderson,51,0,1,29,2,2,50 and above,New,2013-07-16,152,29.0000000000000000,
6181,Timothy Rogers,66,0,1,69,3,3,50 and above,New,2013-11-10,149,69.0000000000000000,
6182,Jenny Lal,57,11,3,6945,7,7,50 and above,New,2013-08-22,151,2315.0000000000000000,631.3636363636363636
6183,Jessica Patterson,62,16,3,6951,5,5,50 and above,VIP,2013-10-14,149,2317.0000000000000000,434.4375000000000000
6184,Shane Sanchez,57,11,3,7175,8,7,50 and above,New,2013-08-16,151,2391.6666666666666667,652.2727272727272727
6185,Eddie Dominguez,63,11,3,7253,8,8,50 and above,New,2013-08-17,151,2417.6666666666666667,659.3636363636363636
6186,Karla Anand,63,16,3,6955,8,8,50 and above,VIP,2013-10-26,149,2318.3333333333333333,434.6875000000000000
6187,Isaac Evans,48,0,2,77,4,4,40-49,New,2013-07-04,153,38.5000000000000000,
6188,Alejandro Ma,65,16,2,3310,4,4,50 and above,Regular,2013-07-31,152,1655.0000000000000000,206.8750000000000000
6189,Alexa Peterson,59,16,2,3350,3,3,50 and above,Regular,2013-08-01,152,1675.0000000000000000,209.3750000000000000
6190,Clarence Goel,59,0,1,46,2,2,50 and above,New,2013-03-09,157,46.0000000000000000,
6191,Ebony Rana,59,0,1,24,2,2,50 and above,New,2014-01-14,146,24.0000000000000000,
6192,Gilbert Guo,65,12,3,6896,4,4,50 and above,VIP,2013-08-13,151,2298.6666666666666667,574.6666666666666667
6193,Warren He,59,16,3,6978,6,5,50 and above,VIP,2013-10-22,149,2326.0000000000000000,436.1250000000000000
6194,Haley Brooks,66,9,2,135,5,5,50 and above,New,2013-12-26,147,67.5000000000000000,15.0000000000000000
6195,Wyatt Thompson,66,0,1,111,4,4,50 and above,New,2013-07-23,152,111.0000000000000000,
6196,Franklin Sharma,76,16,2,3330,4,4,50 and above,Regular,2013-08-02,152,1665.0000000000000000,208.1250000000000000
6197,Douglas Fernandez,76,15,2,3318,5,5,50 and above,Regular,2013-08-18,151,1659.0000000000000000,221.2000000000000000
6198,Mindy Nara,76,0,1,57,2,2,50 and above,New,2013-12-25,147,57.0000000000000000,
6199,Cheryl Jim├®nez,75,10,3,7233,7,7,50 and above,New,2013-08-21,151,2411.0000000000000000,723.3000000000000000
6200,Dennis Zhou,69,10,3,6998,9,9,50 and above,New,2013-08-07,152,2332.6666666666666667,699.8000000000000000
6201,Russell She,75,0,1,22,1,1,50 and above,New,2013-04-24,155,22.0000000000000000,
6202,Vincent Yang,74,0,1,22,1,1,50 and above,New,2013-12-24,147,22.0000000000000000,
6203,Deanna Martinez,75,16,3,6974,9,8,50 and above,VIP,2013-11-14,148,2324.6666666666666667,435.8750000000000000
6204,Christine Raje,75,17,3,6953,8,8,50 and above,VIP,2013-11-16,148,2317.6666666666666667,409.0000000000000000
6205,Evelyn Martinez,75,5,2,115,5,4,50 and above,New,2013-11-09,149,57.5000000000000000,23.0000000000000000
6206,Lisa Wang,64,1,2,75,3,3,50 and above,New,2013-11-09,149,37.5000000000000000,75.0000000000000000
6207,Spencer Gonzales,66,15,2,3295,2,2,50 and above,Regular,2013-08-09,152,1647.5000000000000000,219.6666666666666667
6208,Ian Torres,67,17,3,6980,9,8,50 and above,VIP,2013-11-22,148,2326.6666666666666667,410.5882352941176471
6209,Jacob Miller,67,0,1,46,4,4,50 and above,New,2013-07-19,152,46.0000000000000000,
6210,Jacqueline James,67,10,3,7182,4,4,50 and above,New,2013-08-06,152,2394.0000000000000000,718.2000000000000000
6211,Karl Deng,49,0,1,72,4,4,40-49,New,2014-01-12,147,72.0000000000000000,
6212,Virginia Rodriguez,67,0,1,48,3,3,50 and above,New,2013-02-14,157,48.0000000000000000,
6213,Jacqueline Coleman,62,0,1,62,3,3,50 and above,New,2013-11-27,148,62.0000000000000000,
6214,Calvin Goel,68,0,2,180,6,6,50 and above,New,2013-07-13,152,90.0000000000000000,
6215,Damien Liu,68,16,3,7211,5,5,50 and above,VIP,2013-10-31,149,2403.6666666666666667,450.6875000000000000
6216,Juan Bell,64,0,1,32,2,2,50 and above,New,2013-09-08,151,32.0000000000000000,
6217,Kathleen Ramos,70,17,2,3370,5,5,50 and above,Regular,2013-09-27,150,1685.0000000000000000,198.2352941176470588
6218,Raquel Gill,70,0,1,81,3,3,50 and above,New,2013-04-27,155,81.0000000000000000,
6219,Craig Carlson,70,17,3,6908,9,7,50 and above,VIP,2013-11-22,148,2302.6666666666666667,406.3529411764705882
6220,Kelsey Sharma,70,0,1,35,1,1,50 and above,New,2013-08-27,151,35.0000000000000000,
6221,Glenn Wang,71,11,3,6915,7,7,50 and above,New,2013-08-26,151,2305.0000000000000000,628.6363636363636364
6222,Ricky Navarro,71,11,3,7292,13,11,50 and above,New,2013-08-19,151,2430.6666666666666667,662.9090909090909091
6223,Carolyn Serrano,72,0,1,37,3,3,50 and above,New,2013-07-14,152,37.0000000000000000,
6224,Francis Torres,72,0,1,22,1,1,50 and above,New,2013-08-31,151,22.0000000000000000,
6225,Mandy Li,71,0,1,67,3,3,50 and above,New,2013-05-18,154,67.0000000000000000,
6226,Lawrence Dominguez,72,16,3,6987,8,8,50 and above,VIP,2013-10-31,149,2329.0000000000000000,436.6875000000000000
6227,Gilbert McDonald,73,1,2,110,4,3,50 and above,New,2013-06-05,154,55.0000000000000000,110.0000000000000000
6228,Erika Gutierrez,45,1,2,84,3,3,40-49,New,2013-06-09,154,42.0000000000000000,84.0000000000000000
6229,Krystal Zimmerman,44,3,2,77,3,3,40-49,New,2013-11-05,149,38.5000000000000000,25.6666666666666667
6230,Maria Watson,44,28,2,4471,4,4,40-49,Regular,2013-07-14,152,2235.5000000000000000,159.6785714285714286
6231,Lance Suarez,44,4,2,84,2,2,40-49,New,2013-08-21,151,42.0000000000000000,21.0000000000000000
6232,Tina Garcia,46,2,2,84,2,2,40-49,New,2013-09-01,151,42.0000000000000000,42.0000000000000000
6233,Walter Jimenez,45,27,2,4347,2,2,40-49,Regular,2013-07-05,153,2173.5000000000000000,161.0000000000000000
6234,Michele Raman,44,27,2,4347,2,2,40-49,Regular,2013-07-03,153,2173.5000000000000000,161.0000000000000000
6235,Anna Jenkins,46,6,2,91,4,4,40-49,New,2013-12-07,148,45.5000000000000000,15.1666666666666667
6236,Joshua Jackson,46,1,2,84,2,2,40-49,New,2013-07-19,152,42.0000000000000000,84.0000000000000000
6237,Harold Chandra,45,0,2,86,3,3,40-49,New,2013-07-27,152,43.0000000000000000,
6238,Bridget Shen,46,9,2,174,6,5,40-49,New,2014-01-03,147,87.0000000000000000,19.3333333333333333
6239,Jordan Patterson,46,1,2,148,3,3,40-49,New,2013-03-29,156,74.0000000000000000,148.0000000000000000
6240,Desiree Romero,47,4,2,86,3,3,40-49,New,2014-01-21,146,43.0000000000000000,21.5000000000000000
6241,Dustin Luo,47,28,2,4384,5,5,40-49,Regular,2013-08-09,152,2192.0000000000000000,156.5714285714285714
6242,Omar Chander,41,29,2,4382,3,3,40-49,Regular,2013-08-21,151,2191.0000000000000000,151.1034482758620690
6243,Dale Chande,41,29,2,4386,5,5,40-49,Regular,2013-08-20,151,2193.0000000000000000,151.2413793103448276
6244,Miranda Flores,48,3,2,84,2,2,40-49,New,2013-06-06,154,42.0000000000000000,28.0000000000000000
6245,Kellie Dominguez,43,2,2,86,3,3,40-49,New,2013-06-27,153,43.0000000000000000,43.0000000000000000
6246,Regina Mehta,49,5,2,93,3,3,40-49,New,2013-11-17,148,46.5000000000000000,18.6000000000000000
6247,Micah Wu,49,29,2,4379,4,4,40-49,Regular,2013-08-22,151,2189.5000000000000000,151.0000000000000000
6248,Michael Moore,48,28,2,4432,5,5,40-49,Regular,2013-08-02,152,2216.0000000000000000,158.2857142857142857
6249,Alicia Beck,48,29,2,4382,3,3,40-49,Regular,2013-09-01,151,2191.0000000000000000,151.1034482758620690
6250,Carl Goel,47,30,2,4426,4,4,40-49,Regular,2013-09-26,150,2213.0000000000000000,147.5333333333333333
6251,Alicia She,43,5,2,98,4,4,40-49,New,2014-01-01,147,49.0000000000000000,19.6000000000000000
6252,Tonya Nara,44,4,2,124,4,4,40-49,New,2013-06-11,154,62.0000000000000000,31.0000000000000000
6253,Colleen Zhu,48,2,2,93,3,3,40-49,New,2013-09-28,150,46.5000000000000000,46.5000000000000000
6254,Roy Suri,49,9,2,84,2,2,40-49,New,2014-01-21,146,42.0000000000000000,9.3333333333333333
6255,Margaret Liang,48,1,2,148,3,3,40-49,New,2013-04-10,156,74.0000000000000000,148.0000000000000000
6256,Carly Nath,44,29,2,4441,4,4,40-49,Regular,2013-09-05,151,2220.5000000000000000,153.1379310344827586
6257,Noah Flores,50,29,2,4362,4,4,50 and above,Regular,2013-09-23,150,2181.0000000000000000,150.4137931034482759
6258,Darren Rana,50,30,2,4480,5,5,50 and above,Regular,2013-09-23,150,2240.0000000000000000,149.3333333333333333
6259,Fernando Green,49,30,2,4347,2,2,40-49,Regular,2013-10-01,150,2173.5000000000000000,144.9000000000000000
6260,Trisha Wang,43,31,2,4404,4,4,40-49,Regular,2013-10-19,149,2202.0000000000000000,142.0645161290322581
6261,Sean King,55,0,1,40,2,2,50 and above,New,2013-03-20,156,40.0000000000000000,
6262,Kyle Shan,60,0,1,1765,4,4,50 and above,New,2013-06-19,153,1765.0000000000000000,
6263,Kristy Martin,59,0,1,1736,2,2,50 and above,New,2013-05-30,154,1736.0000000000000000,
6264,Julia Flores,55,0,1,1701,1,1,50 and above,New,2013-08-17,151,1701.0000000000000000,
6265,Ian Smith,61,0,1,2326,3,3,50 and above,New,2013-11-21,148,2326.0000000000000000,
6266,Grace Flores,61,0,1,5,1,1,50 and above,New,2013-09-02,151,5.0000000000000000,
6267,Elijah Hall,61,0,1,60,2,2,50 and above,New,2013-09-18,150,60.0000000000000000,
6268,Abigail Stewart,56,0,1,2355,2,2,50 and above,New,2013-11-09,149,2355.0000000000000000,
6269,Alyssa Hughes,62,0,1,2320,1,1,50 and above,New,2013-11-18,148,2320.0000000000000000,
6270,Kevin Russell,61,0,1,1728,3,3,50 and above,New,2013-06-02,154,1728.0000000000000000,
6271,Jack Parker,62,0,1,1736,2,2,50 and above,New,2013-06-24,153,1736.0000000000000000,
6272,Sarah Griffin,51,0,1,1726,2,2,50 and above,New,2013-06-10,154,1726.0000000000000000,
6273,Mary Hernandez,62,0,1,1715,3,3,50 and above,New,2013-06-16,153,1715.0000000000000000,
6274,Jonathon Torres,62,0,1,68,3,3,50 and above,New,2013-12-10,148,68.0000000000000000,
6275,Arturo Lu,56,0,1,14,2,2,50 and above,New,2013-05-07,155,14.0000000000000000,
6276,Ian Sanders,61,0,1,5,1,1,50 and above,New,2013-03-10,157,5.0000000000000000,
6277,Elijah Jenkins,90,0,1,68,3,3,50 and above,New,2013-01-31,158,68.0000000000000000,
6278,Nichole Goel,45,30,2,4426,4,4,40-49,Regular,2013-10-10,150,2213.0000000000000000,147.5333333333333333
6279,Isabella Price,39,30,2,4382,3,3,30-39,Regular,2013-09-30,150,2191.0000000000000000,146.0666666666666667
6280,Tanya Alvarez,52,24,2,6021,2,2,50 and above,VIP,2013-04-10,156,3010.5000000000000000,250.8750000000000000
6281,Deanna Mehta,46,24,2,6089,5,5,40-49,VIP,2013-04-03,156,3044.5000000000000000,253.7083333333333333
6282,Francis Vazquez,52,1,2,84,3,3,50 and above,New,2013-10-05,150,42.0000000000000000,84.0000000000000000
6283,Alyssa Alexander,50,4,2,100,5,5,50 and above,New,2014-01-18,146,50.0000000000000000,25.0000000000000000
6284,Henry Madan,52,6,2,147,6,6,50 and above,New,2014-01-27,146,73.5000000000000000,24.5000000000000000
6285,Gerald Martin,52,5,2,90,5,5,50 and above,New,2013-08-02,152,45.0000000000000000,18.0000000000000000
6286,Clayton Deng,52,26,2,6093,5,5,50 and above,VIP,2013-06-11,154,3046.5000000000000000,234.3461538461538462
6287,Randall Rubio,48,26,2,6029,3,3,40-49,VIP,2013-06-03,154,3014.5000000000000000,231.8846153846153846
6288,Billy Suarez,47,2,2,95,4,4,40-49,New,2013-09-12,151,47.5000000000000000,47.5000000000000000
6289,Dwayne Torres,51,30,2,4426,5,5,50 and above,Regular,2013-10-01,150,2213.0000000000000000,147.5333333333333333
6290,Mallory Diaz,53,6,2,107,5,5,50 and above,New,2013-11-02,149,53.5000000000000000,17.8333333333333333
6291,Jenny Becker,53,3,2,93,3,3,50 and above,New,2013-08-13,151,46.5000000000000000,31.0000000000000000
6292,Jorge Huang,54,2,2,86,3,3,50 and above,New,2013-04-19,155,43.0000000000000000,43.0000000000000000
6293,Kellie Gill,54,6,2,94,4,4,50 and above,New,2013-12-18,147,47.0000000000000000,15.6666666666666667
6294,Alexandra Allen,53,30,2,4417,3,3,50 and above,Regular,2013-10-22,149,2208.5000000000000000,147.2333333333333333
6295,Ruth Arun,54,31,2,4355,3,3,50 and above,Regular,2013-11-05,149,2177.5000000000000000,140.4838709677419355
6296,Victor Sanz,49,31,2,4392,4,4,40-49,Regular,2013-10-29,149,2196.0000000000000000,141.6774193548387097
6297,Joanna Johnston,54,4,2,114,4,4,50 and above,New,2014-01-04,147,57.0000000000000000,28.5000000000000000
6298,Tommy Kumar,52,2,2,100,5,5,50 and above,New,2013-05-23,154,50.0000000000000000,50.0000000000000000
6299,Lucas Peterson,52,1,2,175,5,5,50 and above,New,2013-08-09,152,87.5000000000000000,175.0000000000000000
6300,Jaclyn Ferrier,55,32,2,4382,3,3,50 and above,Regular,2013-11-14,148,2191.0000000000000000,136.9375000000000000
6301,Ivan Sai,50,0,2,94,4,4,50 and above,New,2013-06-04,154,47.0000000000000000,
6302,Nicolas Raji,56,2,2,75,2,2,50 and above,New,2013-11-28,148,37.5000000000000000,37.5000000000000000
6303,Ruth Vance,51,7,2,147,6,6,50 and above,New,2013-09-30,150,73.5000000000000000,21.0000000000000000
6304,Terrence Tang,44,0,2,123,5,5,40-49,New,2013-09-09,151,61.5000000000000000,
6305,Haley Campbell,51,3,2,62,3,3,50 and above,New,2013-12-29,147,31.0000000000000000,20.6666666666666667
6306,Neil Torres,57,11,2,232,5,5,50 and above,New,2014-01-25,146,116.0000000000000000,21.0909090909090909
6307,Edgar Prasad,57,2,2,118,4,4,50 and above,New,2013-05-24,154,59.0000000000000000,59.0000000000000000
6308,Warren Chande,52,0,2,133,5,5,50 and above,New,2013-02-23,157,66.5000000000000000,
6309,Deborah Kumar,52,27,2,6021,2,2,50 and above,VIP,2013-06-29,153,3010.5000000000000000,223.0000000000000000
6310,Amy Ma,58,27,2,6030,3,3,50 and above,VIP,2013-06-07,154,3015.0000000000000000,223.3333333333333333
6311,Alejandro Wang,59,27,2,6029,3,3,50 and above,VIP,2013-06-05,154,3014.5000000000000000,223.2962962962962963
6312,Kimberly Reed,53,1,2,79,4,4,50 and above,New,2014-01-18,146,39.5000000000000000,79.0000000000000000
6313,Mayra Kovar,54,31,2,4471,4,4,50 and above,Regular,2013-11-12,149,2235.5000000000000000,144.2258064516129032
6314,Raquel Alonso,54,0,2,52,4,4,50 and above,New,2013-06-25,153,26.0000000000000000,
6315,Lisa Guo,54,1,2,79,4,4,50 and above,New,2013-12-13,147,39.5000000000000000,79.0000000000000000
6316,Carolyn Munoz,59,27,2,6030,3,3,50 and above,VIP,2013-06-21,153,3015.0000000000000000,223.3333333333333333
6317,Marvin Serrano,54,0,2,97,5,5,50 and above,New,2013-11-28,148,48.5000000000000000,
6318,Stacey Zeng,55,1,2,129,5,5,50 and above,New,2013-09-29,150,64.5000000000000000,129.0000000000000000
6319,Tiffany Zhang,49,0,2,44,3,3,40-49,New,2013-04-26,155,22.0000000000000000,
6320,Brianna Johnson,56,3,2,39,2,2,50 and above,New,2013-12-17,147,19.5000000000000000,13.0000000000000000
6321,Alan Zhu,50,32,2,4391,4,4,50 and above,Regular,2013-11-25,148,2195.5000000000000000,137.2187500000000000
6322,Kate Kumar,51,2,2,143,5,5,50 and above,New,2014-01-11,147,71.5000000000000000,71.5000000000000000
6323,Derek Beck,50,8,2,95,3,3,50 and above,New,2014-01-12,147,47.5000000000000000,11.8750000000000000
6324,Rafael Jai,45,8,2,85,3,3,40-49,New,2013-12-15,147,42.5000000000000000,10.6250000000000000
6325,Tonya Xu,60,2,2,81,5,5,50 and above,New,2013-10-27,149,40.5000000000000000,40.5000000000000000
6326,Paige Henderson,56,6,2,55,5,5,50 and above,New,2013-10-26,149,27.5000000000000000,9.1666666666666667
6327,Paul Shakespear,51,31,2,4467,3,3,50 and above,Regular,2013-10-30,149,2233.5000000000000000,144.0967741935483871
6328,Jamie Zhou,57,4,2,100,5,5,50 and above,New,2013-11-21,148,50.0000000000000000,25.0000000000000000
6329,Michelle Cox,57,33,2,4387,4,4,50 and above,Regular,2013-12-06,148,2193.5000000000000000,132.9393939393939394
6330,Jasmine Wilson,57,26,2,6021,2,2,50 and above,VIP,2013-06-03,154,3010.5000000000000000,231.5769230769230769
6331,Latoya Becker,52,3,2,31,2,2,50 and above,New,2013-09-19,150,15.5000000000000000,10.3333333333333333
6332,Keith Stone,53,2,2,41,3,3,50 and above,New,2013-09-04,151,20.5000000000000000,20.5000000000000000
6333,Jonathan Green,62,32,2,4480,5,5,50 and above,Regular,2013-12-12,148,2240.0000000000000000,140.0000000000000000
6334,Misty Chander,57,1,2,81,5,5,50 and above,New,2013-09-05,151,40.5000000000000000,81.0000000000000000
6335,Luis Lopez,63,32,2,4347,2,2,50 and above,Regular,2013-12-07,148,2173.5000000000000000,135.8437500000000000
6336,Miguel Gonzales,44,0,1,5,1,1,40-49,New,2013-04-23,155,5.0000000000000000,
6337,Chase Sanchez,44,0,1,27,2,2,40-49,New,2013-02-25,157,27.0000000000000000,
6338,Marcus Davis,45,7,3,124,7,6,40-49,New,2013-10-31,149,41.3333333333333333,17.7142857142857143
6339,Jordyn Long,44,4,3,92,9,7,40-49,New,2014-01-07,147,30.6666666666666667,23.0000000000000000
6340,Ian Hayes,43,0,1,5,1,1,40-49,New,2013-04-10,156,5.0000000000000000,
6341,Joy Hernandez,40,0,1,29,3,3,40-49,New,2013-11-10,149,29.0000000000000000,
6342,Andy Alonso,39,0,1,36,3,3,30-39,New,2013-09-04,151,36.0000000000000000,
6343,William Jones,42,0,1,40,2,2,40-49,New,2013-04-04,156,40.0000000000000000,
6344,Tristan Price,42,0,1,40,2,2,40-49,New,2013-05-20,154,40.0000000000000000,
6345,Timothy Kelly,41,0,1,5,1,1,40-49,New,2013-10-12,150,5.0000000000000000,
6346,Jeremiah Martin,42,0,1,1765,4,4,40-49,New,2013-09-02,151,1765.0000000000000000,
6347,Edgar Lopez,82,1,2,81,3,3,50 and above,New,2013-06-25,153,40.5000000000000000,81.0000000000000000
6348,Sara Stewart,42,5,3,119,7,7,40-49,New,2013-11-08,149,39.6666666666666667,23.8000000000000000
6349,Ariana Cooper,42,3,3,205,8,8,40-49,New,2013-09-06,151,68.3333333333333333,68.3333333333333333
6350,Cassie Kennedy,40,0,1,64,3,3,40-49,New,2013-10-17,149,64.0000000000000000,
6351,Ebony Dominguez,76,7,2,128,4,4,50 and above,New,2013-10-04,150,64.0000000000000000,18.2857142857142857
6352,Terrence Sharma,79,27,2,6117,6,6,50 and above,VIP,2013-07-14,152,3058.5000000000000000,226.5555555555555556
6353,Drew Goel,78,27,2,6021,2,2,50 and above,VIP,2013-07-23,152,3010.5000000000000000,223.0000000000000000
6354,Bruce Navarro,77,26,2,6035,4,4,50 and above,VIP,2013-07-10,153,3017.5000000000000000,232.1153846153846154
6355,Ivan Garcia,77,27,2,6029,3,3,50 and above,VIP,2013-07-14,152,3014.5000000000000000,223.2962962962962963
6356,Shaun Black,76,1,2,46,2,2,50 and above,New,2013-07-01,153,23.0000000000000000,46.0000000000000000
6357,Mary Evans,43,0,1,14,2,2,40-49,New,2014-01-11,147,14.0000000000000000,
6358,Brandon Miller,44,0,1,5,1,1,40-49,New,2013-04-27,155,5.0000000000000000,
6359,Sydney Bell,44,0,1,1728,3,3,40-49,New,2013-06-14,153,1728.0000000000000000,
6360,Mar├¡a Flores,45,0,1,40,2,2,40-49,New,2013-03-05,157,40.0000000000000000,
6361,Kyle Lal,45,6,3,122,7,7,40-49,New,2013-12-15,147,40.6666666666666667,20.3333333333333333
6362,Blake Harris,47,0,1,1760,3,3,40-49,New,2013-06-06,154,1760.0000000000000000,
6363,Miguel Collins,48,0,1,2310,3,3,40-49,New,2013-11-24,148,2310.0000000000000000,
6364,Benjamin Harris,52,0,1,2342,2,2,50 and above,New,2013-11-15,148,2342.0000000000000000,
6365,Ian Perry,47,0,1,2352,3,3,40-49,New,2013-11-18,148,2352.0000000000000000,
6366,Thomas Patterson,52,0,1,2370,4,4,50 and above,New,2013-11-12,149,2370.0000000000000000,
6367,Devin Harris,51,0,1,40,2,2,50 and above,New,2013-03-15,156,40.0000000000000000,
6368,Trinity Cooper,56,0,1,69,2,2,50 and above,New,2013-04-08,156,69.0000000000000000,
6369,Alisha Xie,46,0,1,5,1,1,40-49,New,2013-02-08,158,5.0000000000000000,
6370,Ethan Brown,41,0,1,7,2,2,40-49,New,2013-02-11,158,7.0000000000000000,
6371,Edwin Chander,76,25,2,4742,4,4,50 and above,Regular,2013-06-11,154,2371.0000000000000000,189.6800000000000000
6372,Kaylee Reed,42,5,3,152,7,7,40-49,New,2013-12-10,148,50.6666666666666667,30.4000000000000000
6373,Sarah Long,42,0,1,1730,3,3,40-49,New,2013-09-12,151,1730.0000000000000000,
6374,Ryan Gonzales,42,0,1,1736,2,2,40-49,New,2013-09-18,150,1736.0000000000000000,
6375,Jason Diaz,42,5,3,206,12,10,40-49,New,2013-07-11,153,68.6666666666666667,41.2000000000000000
6376,Sheila Gill,73,7,2,46,2,2,50 and above,New,2014-01-03,147,23.0000000000000000,6.5714285714285714
6377,Jaclyn She,41,0,1,5,1,1,40-49,New,2013-06-08,154,5.0000000000000000,
6378,Isabel Wood,42,0,1,5,1,1,40-49,New,2013-09-27,150,5.0000000000000000,
6379,Zachary Foster,42,0,1,40,2,2,40-49,New,2014-01-17,146,40.0000000000000000,
6380,Alexandra Morgan,42,0,1,125,2,2,40-49,New,2013-03-07,157,125.0000000000000000,
6381,Nathan Adams,42,0,1,40,2,2,40-49,New,2013-03-12,157,40.0000000000000000,
6382,Krystal Guo,68,11,2,348,4,3,50 and above,New,2014-01-20,146,174.0000000000000000,31.6363636363636364
6383,Blake Allen,44,0,1,29,2,2,40-49,New,2013-10-19,149,29.0000000000000000,
6384,Craig Ortega,49,0,1,7,2,2,40-49,New,2013-09-17,150,7.0000000000000000,
6385,Raymond Prasad,49,0,1,1760,3,3,40-49,New,2013-06-13,153,1760.0000000000000000,
6386,Grace Martinez,44,7,3,208,10,10,40-49,New,2013-10-14,149,69.3333333333333333,29.7142857142857143
6387,Alexandra Scott,49,0,1,1736,2,2,40-49,New,2013-06-13,153,1736.0000000000000000,
6388,Aidan Alexander,42,1,3,148,10,9,40-49,New,2013-04-03,156,49.3333333333333333,148.0000000000000000
6389,Garrett Ramirez,48,0,1,1764,3,3,40-49,New,2013-09-03,151,1764.0000000000000000,
6390,Abigail Butler,47,0,1,1779,3,3,40-49,New,2013-06-05,154,1779.0000000000000000,
6391,Blake Lewis,42,0,1,40,2,2,40-49,New,2013-05-08,155,40.0000000000000000,
6392,Angela Bennett,56,0,1,5,1,1,50 and above,New,2014-01-25,146,5.0000000000000000,
6393,Dylan Jones,56,0,1,14,2,2,50 and above,New,2013-04-03,156,14.0000000000000000,
6394,Jordan Sharma,55,0,1,2405,4,4,50 and above,New,2013-11-15,148,2405.0000000000000000,
6395,Veronica Mehta,45,0,1,69,2,2,40-49,New,2013-10-21,149,69.0000000000000000,
6396,Katherine Ramirez,50,0,1,5,1,1,50 and above,New,2013-08-25,151,5.0000000000000000,
6397,Eduardo Rodriguez,56,0,1,13,2,2,50 and above,New,2013-06-30,153,13.0000000000000000,
6398,Alexandra Cook,50,0,1,40,2,2,50 and above,New,2013-05-27,154,40.0000000000000000,
6399,Kaylee Lopez,56,0,1,2355,2,2,50 and above,New,2013-11-02,149,2355.0000000000000000,
6400,Ian Sanchez,56,0,1,2367,3,3,50 and above,New,2013-10-31,149,2367.0000000000000000,
6401,Emily Wilson,64,0,1,2332,4,4,50 and above,New,2013-09-11,151,2332.0000000000000000,
6402,Noah Wright,58,0,1,2330,2,2,50 and above,New,2013-11-26,148,2330.0000000000000000,
6403,Bryce Rogers,58,0,1,2305,2,2,50 and above,New,2013-09-19,150,2305.0000000000000000,
6404,Greg White,58,0,1,2322,2,2,50 and above,New,2013-08-29,151,2322.0000000000000000,
6405,Gabriella Baker,86,0,1,1710,2,2,50 and above,New,2013-09-24,150,1710.0000000000000000,
6406,Tamara Wu,86,0,1,1725,2,2,50 and above,New,2013-06-20,153,1725.0000000000000000,
6407,Mariah Flores,86,0,1,7,2,2,50 and above,New,2013-10-04,150,7.0000000000000000,
6408,Elizabeth Bryant,80,0,1,55,2,2,50 and above,New,2013-05-08,155,55.0000000000000000,
6409,Thomas Miller,86,0,1,5,1,1,50 and above,New,2013-08-24,151,5.0000000000000000,
6410,Christina James,57,1,2,220,4,4,50 and above,New,2013-09-29,150,110.0000000000000000,220.0000000000000000
6411,Morgan Lewis,51,1,2,168,5,5,50 and above,New,2013-09-06,151,84.0000000000000000,168.0000000000000000
6412,Jennifer Brooks,51,2,2,156,3,3,50 and above,New,2013-10-25,149,78.0000000000000000,78.0000000000000000
6413,Kaylee Carter,56,0,1,2415,2,2,50 and above,New,2013-11-13,148,2415.0000000000000000,
6414,Hailey Ramirez,57,0,1,2366,5,5,50 and above,New,2013-11-13,148,2366.0000000000000000,
